PUBLISHDATE,VERSION,ZONE,PNODEID,PNODENAME,PNODETYPE,PRICINGTYPE,H1,H2,H2DST,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
11.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.15904,23.42709,,23.32504,23.8391,23.5022,25.33517,26.30214,28.28339,30.85506,32.1041,31.35259,30.43762,29.70235,28.27812,28.45952,28.87527,28.5843,33.32166,37.46244,34.74336,34.19691,31.7269,30.68463,29.05018
12.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,29.658,28.94945,,32.35928,34.93432,28.95721,28.03471,29.3623,29.5007,29.40099,29.54569,28.96898,28.72405,29.2125,28.45158,27.61709,26.94722,25.96475,28.97918,34.09659,31.55506,32.42768,28.43612,28.96138,27.68406
13.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,27.73764,26.59415,,27.48257,28.31922,27.95387,30.47193,49.65871,67.40913,30.83212,32.93939,33.2296,30.06102,28.57741,29.729,29.13904,28.56643,28.41287,30.38534,32.50489,31.87546,31.25313,30.06402,28.49117,26.12618
14.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,26.21014,25.04456,,24.91206,24.45975,23.21527,26.139,28.50213,30.13428,31.80662,31.66588,31.82988,29.55957,28.03065,28.91544,27.85238,28.0387,29.20309,34.94745,32.22772,33.37411,30.74892,28.31285,25.68991,24.48991
15.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.01958,22.39484,,21.53996,22.77868,21.62954,23.27755,28.10413,28.0101,30.31925,29.41751,28.61441,27.80087,26.8305,26.13325,25.48317,26.07838,28.11945,29.5913,39.79126,30.44824,29.36835,27.3948,25.37304,23.46815
16.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,22.04575,21.90961,,21.72313,21.879,21.65242,25.3922,31.10404,31.04003,30.08897,31.81416,30.54331,29.5153,29.1249,28.7354,28.69411,28.53336,29.72703,35.34306,31.9311,33.33837,30.31548,28.05098,26.5702,22.39924
17.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,21.7585,19.93015,,18.08645,20.72699,21.33685,25.22058,30.44939,31.35941,29.60089,28.96802,28.47993,27.38634,26.85972,26.53283,23.66972,23.80569,23.84032,25.32524,29.29049,29.23563,28.99248,26.99377,25.90177,23.68597
18.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.88284,27.12928,,25.05293,24.35429,24.81567,25.22389,26.40604,29.38123,27.75008,27.06634,26.33744,25.79788,24.09203,21.31833,21.34033,20.9872,21.70026,25.13147,29.04133,27.78066,25.25803,26.61734,24.11008,24.23871
19.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.04996,23.58207,,22.98802,23.19138,23.35057,24.03422,23.68212,21.73638,27.06432,29.68312,28.51432,28.89712,28.29617,27.97546,25.98369,25.63988,26.72892,28.07036,30.37238,32.54672,35.40675,30.31827,28.71597,28.37213
20.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,28.55166,29.36895,,28.6808,29.7527,29.98011,29.72371,31.07294,38.65961,38.8193,35.43336,37.23303,33.2319,32.46447,31.40502,29.46427,28.38456,27.94193,29.5262,41.68726,39.26343,37.44244,37.19213,30.26142,28.25883
21.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,28.67163,27.9604,,28.2796,28.25341,28.04267,31.66566,90.42888,63.20507,32.35321,34.90084,32.30606,31.6988,31.3406,31.0595,30.52136,30.23458,31.46153,33.97503,35.91653,38.90274,41.70862,30.73284,26.91678,24.5506
22.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,25.23826,22.36409,,22.44075,22.95563,23.67482,26.0269,31.23784,30.66871,30.8552,31.68542,31.09468,29.45873,28.72069,28.2839,27.82153,27.25157,27.8797,29.1047,32.77164,31.88223,30.01855,28.60849,27.0865,24.25892
23.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.69699,22.87561,,22.68065,22.79039,23.89196,27.31735,29.04274,30.01559,29.03589,29.71963,33.36434,29.23221,28.52087,28.64246,30.15202,30.2615,29.67202,27.91924,36.16111,32.10381,30.36169,27.99978,25.30386,24.98802
24.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,26.30491,23.98802,,23.78715,23.2872,23.5272,26.86085,83.01036,30.1585,30.98858,33.75583,43.64253,31.86463,36.79309,44.42619,32.0995,29.89911,33.12798,41.94222,29.24457,29.09923,31.98777,30.8962,27.36701,25.54896
25.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,25.5325,25.32857,,25.59529,26.09132,26.91865,27.09647,27.89851,27.92459,29.82561,31.30957,33.87256,31.1814,29.25553,28.32375,27.92022,27.71686,29.56775,30.59659,57.194,32.65299,32.13692,35.23914,31.41254,28.80313
26.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,27.5647,27.51267,,27.24127,27.28328,26.56524,26.77555,28.18241,27.3136,27.26848,27.08897,26.28656,24.7606,26.13347,23.98067,23.10395,22.17012,21.89699,21.88503,28.88248,32.19023,29.65917,28.17563,26.79474,25.18771
